beta,beta1,beta2,beta3,beta4,beta5,beta6,Lambda,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,alpha,,,,,,,
670.1,23.44,121,115,258.8,107,44.86,0.000432,0.01334,0.03273,0.1208,0.3029,0.8501,2.855,-1.21,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,u
